badDirt,timeAlive
false,129
false,577
true,632
false,480
true,595
false,407
true,209
false,1111
false,1483
false,1210
false,1291
false,1927
false,1246
false,15
false,1291
true,527
false,113
true,538
false,1296
false,103
false,1553
false,418
false,763
false,2339
false,1301
false,408
false,2752
false,2744
false,2785
false,1989
false,309
false,299
false,98
false,1041
false,1455
false,1765
false,2680
false,2475
false,643
true,527
false,1337
false,3296
false,2788
false,1943
false,269
false,468
false,711
false,1101
false,239
false,306
false,1104
false,2873
false,3264
false,3609
true,1009
false,1053
false,1546
false,2058
false,3804
false,419
false,186
false,1403
true,851
false,2414
false,457
false,481
false,3516
false,3845
false,2299
false,1745
false,1660
false,2423
false,3602
false,1362
false,3158
false,293
false,1668
false,3100
false,1369
false,2641
true,699
false,2046
false,1894
false,1672
false,3816
false,169
false,889
false,62
false,2466
false,1121
false,439
false,4767
false,476
false,506
false,1852
false,5283
false,1969
false,2223
false,3368
false,4171
false,4470
false,3765
false,916
false,3967
false,2046
false,1489
false,1901
false,4514
false,2391
false,2451
false,16
false,700
false,1397
false,4220
false,2118
false,135
false,4220
false,1322
false,9
false,266
false,1409
false,331
false,3471
false,2014
false,2673
false,208
true,3441
false,2510
false,267
false,364
false,3972
false,3431
false,464
false,533
false,4440
true,565
false,5291
false,2205
false,814
false,39
false,2348
false,330
false,3479
false,261
false,1954
false,3459
false,2422
false,2168
false,4082
false,1741
false,4254
false,3225
false,3919
false,2131
false,1072
false,2218
false,3114
false,2719
false,1149
false,1272
false,4444
false,2872
false,145
false,2092
false,3135
false,5218
false,1364
false,4061
false,4654
false,4711
false,1888
false,2001
false,1231
true,758
false,936
false,1086
false,3134
false,4883
false,3904
false,1877
false,4369
false,1906
false,1095
false,3559
false,2083
false,3750
false,2302
false,4598
false,3346
false,1084
false,2340
false,4330
false,4553
false,2026
false,2189
false,2522
false,3070
false,3611
false,3812
false,1603
false,1157
false,774
false,4300
false,3807
false,940
false,1515
false,4360
false,4174
false,1029
false,4561
false,1978
false,1671
false,4372
false,2608
true,1755
false,4116
false,2033
false,1230
false,774
false,3342
false,4183
false,1394
false,360
false,2598
false,510
false,1546
false,1790
false,929
false,1537
false,40
false,3434
false,3470
false,956
false,2393
false,846
false,189
false,2299
false,3452
false,1430
false,3820
false,236
false,1945
false,3994
false,3903
false,897
true,2377
false,3804
false,1095
false,989
false,866
false,1867
false,136
false,3475
false,969
false,450
false,4006
false,785
false,75
false,273
false,824
false,3944
false,798
false,1245
false,463
false,2563
false,732
false,3418
false,2743
false,1749
false,4193
false,3745
true,303
false,2754
false,2947
false,473
false,569
false,1622
false,3990
true,46
false,1351
false,6274
false,4246
false,3991
true,948
false,1097
false,6212
false,3917
false,2866
false,4056
false,1897
false,1996
false,3473
false,6129
false,1599
false,3509
false,3886
false,4826
false,738
false,2394
false,3953
false,3801
false,996
true,1390
false,1003
false,1497
false,3628
false,5821
false,297
false,2470
false,1444
true,240
false,5352
false,2158
false,597
false,83
false,6402
false,4607
false,802
false,5996
false,414
false,2693
false,1974
false,9
false,4439
false,216
false,3742
false,1182
false,6357
false,2035
false,5917
false,2453
false,5012
false,2727
false,5640
false,3090
false,2529
false,3837
false,3250
false,5029
false,1197
false,5398
false,3765
false,1212
false,3890
false,473
false,2889
false,4898
false,5531
false,1101
false,208
false,2127
false,1014
false,5574
false,556
false,514
false,5045
false,6335
false,578
false,2582
false,1424
false,5726
false,6008
