badDirt,timeAlive
false,118
false,255
false,722
false,278
true,926
false,469
false,4
false,760
false,517
false,1686
false,615
false,58
false,338
false,651
false,320
true,1178
false,1022
false,1658
false,79
false,151
false,684
false,986
false,1670
false,2852
false,920
false,49
false,1857
false,2469
false,2457
false,2545
false,384
false,1034
false,1106
false,2215
false,2381
false,2572
true,314
false,2453
false,1089
false,797
true,2617
false,2563
false,1201
false,1298
false,1749
false,3549
false,3337
false,3467
false,681
false,2667
false,2644
false,2623
false,2036
false,959
false,1143
false,1219
false,3375
false,2747
false,2308
false,1647
false,1360
false,2672
false,2708
false,2596
false,3066
false,3000
false,2703
false,2333
false,3103
false,673
false,883
false,2436
false,828
false,2509
false,888
false,129
false,252
true,2084
false,4425
false,1883
false,1646
false,642
false,2184
false,4174
false,2686
false,3638
false,156
false,3526
false,698
false,3011
false,619
false,1310
false,1763
false,1116
false,1932
false,1112
false,1217
false,760
false,1140
true,2006
false,2017
false,1469
false,2780
false,1508
true,2102
false,1119
false,3094
false,551
false,1346
false,1050
false,2622
false,1159
false,1030
false,243
false,3557
false,1563
false,721
false,1613
true,1266
false,1005
false,481
false,2610
false,1289
false,1661
false,2836
false,2947
false,108
false,3574
false,3102
false,103
false,1788
false,2460
false,2474
false,136
false,2553
false,1841
false,2089
false,2742
false,2142
false,1119
false,1450
false,2347
false,53
false,557
false,2637
false,2930
false,1075
false,2577
false,2424
false,1730
false,1985
false,2397
false,4167
false,439
false,916
false,1049
false,1208
false,3384
false,3662
false,1248
false,2687
false,1968
false,2964
false,2622
false,1338
false,628
false,1729
false,1179
false,2808
false,1635
false,302
false,2075
false,1577
false,2033
false,1711
false,2704
false,3837
false,3192
false,214
false,696
true,2233
false,2971
false,2699
false,125
false,2505
false,4538
false,3324
false,3383
false,1927
false,1089
false,2850
false,1094
false,3265
false,2340
false,2970
false,2282
false,2663
false,2152
false,3536
false,1638
false,2379
false,3068
false,3103
false,1386
false,1533
false,2055
false,1736
false,2780
false,903
false,2731
false,832
false,1805
false,713
false,804
false,141
false,1847
false,765
false,1601
false,2023
false,1676
false,549
false,1862
false,897
false,3015
false,1395
false,2137
false,1084
false,228
false,1945
false,1197
false,4302
false,2297
false,3636
false,2314
false,392
false,179
false,2172
false,374
false,368
false,4218
false,3178
false,74
false,563
false,1168
false,2095
false,666
false,2333
false,587
false,147
false,1611
false,1955
false,3005
false,477
false,2407
false,2389
true,1029
false,1917
false,284
false,499
false,3437
false,888
false,2955
false,1451
false,1739
false,4164
false,1150
false,1040
false,731
false,556
false,1407
false,2952
false,2168
false,1652
false,2151
false,1087
false,2924
false,2941
false,1543
false,182
false,2724
true,1909
false,1552
false,3182
false,599
false,2100
false,2306
