badDirt,timeAlive
false,453
true,458
false,960
false,1116
false,393
false,91
true,855
false,460
false,718
false,690
false,303
false,852
false,1636
false,2461
false,1170
false,2255
true,180
false,211
false,653
false,2249
false,2582
false,677
false,1379
false,2738
false,1372
false,3613
false,38
false,3076
false,2044
false,3581
false,1851
false,2991
false,3987
false,3415
false,3228
false,1627
false,3563
false,3444
false,1796
false,1916
false,1248
false,1644
false,28
false,3877
false,2183
false,1957
false,2266
false,4328
true,526
false,200
false,1173
false,4164
false,2114
false,3176
false,629
false,2826
false,4568
false,192
false,664
false,4124
false,4646
false,3632
false,4760
false,1041
true,1228
false,3490
false,4431
false,574
false,349
false,4061
false,4405
false,1876
false,5056
false,976
false,415
false,4318
false,156
false,3325
false,4629
false,4726
false,4174
false,2929
false,878
false,1609
false,3505
false,722
false,619
false,208
false,607
false,1586
false,9
false,4046
false,4092
false,4036
false,3248
false,1782
true,2005
false,3665
false,3875
false,471
false,4090
false,1920
false,4028
false,944
true,2318
false,2524
false,3605
false,3906
false,4328
false,2518
false,1780
false,1461
false,1417
false,4534
false,3069
false,1506
false,1337
false,1177
false,3576
false,3728
false,580
false,379
false,1200
false,1041
false,674
false,1354
false,2042
false,2568
false,1665
false,3661
true,714
false,4422
false,4371
false,1571
false,2053
false,3547
false,4649
false,3997
false,1876
false,4376
false,2033
false,1609
false,28
false,2504
false,4647
false,4028
false,863
false,2336
false,2166
false,1351
false,1913
false,2726
false,945
false,3807
false,2805
false,138
true,1276
false,1200
false,2313
false,4996
false,380
false,1568
false,3801
false,3132
false,635
true,1420
false,1752
false,2661
false,2368
false,2897
false,3491
false,2885
false,211
false,5195
true,2162
false,2284
false,4234
false,3540
false,1180
false,3877
false,1140
false,4270
false,393
false,404
true,968
false,4208
false,3549
false,1559
false,2802
false,770
false,4372
false,4107
false,2507
false,1982
false,3344
false,1879
false,2809
false,3366
false,12
false,3898
false,1684
false,873
false,4176
false,996
false,3678
false,5385
false,4176
false,256
false,4473
false,4265
false,2695
false,1814
false,1644
false,944
false,2642
false,3213
false,4169
false,4788
false,4384
false,2342
false,3166
false,2404
false,3743
false,2161
false,4353
false,1016
false,1170
false,4370
false,4667
false,4287
false,3187
false,2093
false,1195
false,2712
false,1848
false,4025
false,288
false,585
false,388
false,6120
true,288
false,2206
false,633
false,3521
false,1085
false,1187
false,1321
false,661
false,3953
false,1567
false,2262
false,4307
false,360
false,166
true,168
false,2003
false,3139
false,3851
false,2116
false,3512
false,3721
