badDirt,timeAlive
false,176
false,431
false,431
true,213
false,667
false,239
false,55
false,1165
false,14
false,38
false,1586
false,1494
false,1591
true,237
false,895
false,1818
false,1513
false,1245
false,723
false,1048
false,822
false,1532
false,877
false,1993
false,2309
false,874
false,1458
true,135
false,3012
false,2311
false,1700
false,1092
false,1055
false,1975
false,1977
false,16
false,1715
false,1572
false,931
false,3124
true,330
false,2144
false,615
false,3017
false,1648
false,1602
false,3241
false,836
false,1139
false,3912
false,730
false,1935
false,2729
false,2473
false,1085
false,3150
false,2338
false,977
false,1341
false,868
false,2421
false,3216
false,2250
false,1691
false,998
true,1226
false,739
false,4086
false,1221
false,1748
false,2621
false,1235
false,3908
false,1022
false,2336
false,3213
false,2386
false,587
false,2830
false,2643
false,4069
false,2756
false,53
false,721
false,1405
false,3313
false,124
false,1303
false,3120
false,4235
false,189
false,1021
false,3605
false,3433
false,2129
false,927
false,3416
false,1770
false,995
false,3885
false,1316
false,77
true,353
false,256
false,2464
false,2778
false,247
true,2154
false,208
false,2197
false,2190
false,1187
false,1426
false,201
false,4005
false,4398
false,2307
false,3949
false,3162
false,3461
false,3393
false,1977
true,2466
false,4839
true,1442
false,2428
false,2141
false,2718
false,487
false,2143
false,183
false,592
false,2135
false,1912
false,3908
false,519
false,2673
false,1867
false,2858
true,84
false,811
false,3118
false,2143
true,1307
false,3592
false,917
false,1157
false,1539
true,2397
false,3386
false,599
false,1740
false,2225
false,38
false,1200
false,2190
false,2634
false,177
false,1667
false,1418
false,2631
false,3165
true,1176
false,1526
false,2907
false,1834
false,2109
false,2580
false,699
false,3682
false,1702
false,2476
false,3693
true,1277
false,2277
false,1986
false,2103
false,4116
false,1985
false,4661
false,4476
false,3162
false,92
false,4955
false,1038
false,2923
false,4145
false,3503
false,2365
false,1316
false,5338
false,1936
false,2814
false,5654
false,447
false,3856
false,3351
false,5443
false,2730
false,4160
false,5866
true,106
false,399
false,2267
false,2749
false,226
true,101
false,159
false,2393
false,1387
false,2170
false,2570
false,5769
false,650
false,5589
false,1506
false,660
false,4574
false,480
false,1498
false,3408
false,2665
false,2146
false,1045
false,3984
false,2400
false,2265
false,3826
false,1384
false,2940
false,479
false,4858
true,13
