badDirt,timeAlive
false,12
false,2087
false,1226
false,327
false,1396
false,1652
false,441
false,70
false,238
true,2029
false,484
false,1368
false,1031
false,193
false,2954
false,240
false,2649
false,1412
false,1157
false,672
false,260
true,2648
false,2401
false,120
false,1559
false,2623
false,2182
false,1671
false,3162
false,3034
false,165
false,1007
false,891
false,1534
false,819
false,396
false,2254
false,442
false,206
false,3060
false,1459
false,118
false,3496
false,1137
false,313
false,346
false,2948
false,1653
false,2642
false,1226
false,2108
false,594
false,1743
false,3000
false,2366
false,2139
false,2976
true,1341
false,2713
false,3426
false,3412
true,2432
false,707
false,157
false,2881
true,1813
false,1623
false,2277
false,649
false,341
false,3007
false,1315
false,145
false,496
false,2324
false,3220
false,58
false,128
false,633
false,2783
false,784
false,119
false,890
false,2145
false,1716
false,468
false,4247
true,974
false,628
false,909
false,127
false,1736
false,2376
false,2370
false,924
false,1981
false,274
false,2244
false,1631
false,1950
false,2387
false,148
false,1436
false,1302
false,3067
false,2566
false,4065
false,4118
false,2530
false,2737
false,2270
false,1292
true,405
false,453
false,1519
false,2964
false,1120
false,43
false,2843
false,1629
false,2645
false,1582
false,1481
false,4401
false,435
false,217
false,2559
false,2358
false,2078
false,882
false,1671
false,176
false,3545
false,2990
false,555
true,1854
false,1132
false,3291
false,2218
false,2428
false,1016
false,1889
false,2880
false,269
false,1915
false,316
false,1382
false,2689
false,1898
false,1561
false,3048
false,1430
false,2051
false,652
false,429
false,2826
false,2392
false,2250
false,2930
false,337
false,3708
false,1544
false,2271
false,2950
false,1388
false,1151
false,2600
false,857
false,2739
false,2958
false,926
false,1288
false,4281
false,377
false,2573
false,2555
false,1504
false,2035
false,3007
false,2722
false,3035
false,3162
false,441
false,2668
false,2883
false,1264
false,3711
false,682
false,3131
false,2702
false,98
false,4169
false,1358
false,4166
false,1207
false,769
false,951
false,3108
false,85
false,2798
false,568
false,1251
false,1608
false,2515
false,1322
false,1851
false,1819
true,202
false,3184
false,1385
false,2823
false,3034
false,2215
false,53
false,505
true,1821
true,3196
false,3006
false,1746
false,623
false,454
false,825
false,2606
false,3625
false,2379
false,1748
false,1716
false,383
false,2850
false,3471
false,1699
false,1758
false,1294
false,332
false,27
false,1369
false,1945
false,934
false,815
false,2045
false,2133
false,1511
false,726
false,2561
false,1895
false,729
false,2971
false,3290
false,3293
false,3631
false,865
false,1003
false,1984
false,2806
false,3978
false,630
false,4567
false,555
false,2846
false,337
false,331
false,657
false,830
false,3291
false,3066
false,2184
false,4140
false,3267
false,3492
false,3046
false,3449
false,1898
false,1138
false,4197
false,1832
false,3206
false,1392
false,2464
false,419
true,29
false,3355
false,2067
false,2334
false,2035
false,2504
false,721
false,1238
false,1470
false,1669
false,1989
false,453
false,290
