badDirt,timeAlive
false,502
false,142
false,88
false,874
false,487
false,649
false,665
false,517
false,812
false,249
false,522
false,1227
false,1134
false,591
false,1715
false,593
false,1227
false,1561
false,1501
false,1394
false,1356
false,228
false,2311
false,745
false,1356
false,2788
false,409
false,293
false,141
false,1563
false,2800
false,2353
false,1118
false,746
false,1936
false,2848
false,2961
false,343
false,106
false,2774
false,1459
false,1254
false,956
false,2000
false,3012
false,1143
false,665
false,1122
false,327
false,3115
false,3342
false,2394
false,2018
false,3267
false,554
false,2515
false,2210
true,3897
false,2689
false,3326
false,1634
false,119
false,518
false,1300
false,3333
false,2622
false,3040
false,3794
false,3158
false,1011
false,2277
true,2762
false,1611
false,3325
false,1160
false,3298
false,1193
false,2861
true,2528
false,2255
false,3145
false,94
false,3377
false,3572
false,2537
false,2907
false,1048
false,1343
false,2560
false,276
false,1354
false,2451
false,1601
true,186
false,2338
false,2596
false,1173
false,2532
false,2062
false,724
false,2602
false,1487
false,3208
false,2202
false,3305
false,1965
false,1538
false,1984
false,2606
false,275
false,2231
false,452
false,1868
false,653
false,1457
true,277
false,4478
false,566
false,656
false,2509
false,2319
false,3705
false,4495
false,2011
false,1316
false,3596
false,1066
false,3095
false,2456
false,4461
false,424
false,700
false,2242
false,1282
false,1486
false,2791
true,3783
false,784
false,1865
true,2884
false,1782
false,1353
false,1297
false,805
false,3027
false,960
false,3507
false,1234
false,2767
false,968
false,2764
false,4142
false,3418
false,4259
true,1841
false,1435
false,551
false,4261
false,3983
false,3803
false,1413
false,2859
false,629
false,475
false,1096
false,3155
false,232
false,2365
false,2181
false,3336
false,332
false,1069
false,791
false,2192
false,550
false,2282
false,3467
false,3546
false,2398
false,1322
false,347
false,20
true,1585
false,2945
false,3042
true,3505
false,2959
false,568
false,1114
false,1646
false,1583
false,2144
false,1485
false,2478
false,3202
false,1110
false,1624
false,2501
false,2649
false,3334
false,2908
false,1045
false,2771
false,2966
false,2404
false,224
false,3932
false,251
false,2190
false,2736
false,216
true,4410
false,1698
false,1945
false,1041
false,850
false,1598
false,1210
false,2436
false,1307
false,2071
false,1486
false,2172
false,2166
false,1868
false,2113
false,3734
false,953
false,4094
false,663
false,2409
false,4072
false,1504
false,3314
false,2823
false,3183
false,2580
false,3289
false,4441
false,3538
false,4310
false,2424
false,4470
false,2415
false,2746
false,2224
false,3194
false,929
false,857
false,668
false,838
false,1762
false,3484
false,2108
false,2800
false,1725
false,2469
false,2610
false,2778
false,2645
false,1741
false,2977
false,291
false,1148
false,1488
false,1005
false,594
false,2222
false,818
false,1924
false,398
false,3353
false,2052
false,368
false,2240
false,2216
false,3036
false,137
false,3601
false,191
false,1549
false,2005
false,2121
false,2477
false,1560
false,3608
false,1276
false,223
false,2328
false,600
false,2672
false,310
false,622
false,1993
false,2380
false,238
false,872
false,1477
false,2623
false,4039
false,1282
false,135
false,200
false,3246
false,58
false,2355
false,1209
false,1642
false,1411
false,2563
false,1974
false,2486
false,2604
false,1157
false,3594
false,2174
false,1015
false,1284
false,2946
false,136
false,1100
false,2845
false,292
false,511
false,4663
false,4073
false,1690
false,2643
false,1178
true,400
false,1961
false,1448
false,2760
false,1575
false,86
false,1551
false,2252
false,3398
false,1635
true,2245
false,1741
false,8
false,2303
false,3423
false,647
false,2120
false,1919
false,2280
false,2189
false,2673
false,2295
true,559
false,1467
false,3087
false,509
false,2743
false,3202
false,103
false,1045
false,614
false,1149
false,3027
