badDirt,timeAlive
false,7
false,1139
false,503
false,952
false,686
false,318
false,10
false,489
false,1544
false,541
false,1752
false,2691
false,1866
false,531
false,2626
false,1611
false,762
false,1509
false,1328
false,3577
false,1594
false,117
false,3184
false,1861
false,1620
false,2208
false,1111
false,3446
false,3666
false,1871
false,861
false,2630
false,545
false,992
false,2893
false,2149
false,1699
false,765
false,2358
false,2
false,2081
false,3462
false,2604
false,168
false,1643
false,1956
false,1459
false,774
false,1817
false,1617
false,1626
false,1833
false,2641
false,913
false,3075
false,2803
false,475
false,1961
false,1018
false,2199
false,2673
false,2750
false,2147
false,60
false,2168
false,799
false,4419
false,3304
false,618
false,2019
false,3266
false,859
false,3155
false,354
false,1426
false,592
false,3225
false,1723
false,1091
false,1375
false,3938
false,1745
false,1728
false,1863
false,1233
false,1159
false,3974
false,3503
false,3204
false,665
false,2269
false,3244
false,2112
false,410
true,173
false,914
false,658
false,2804
false,1366
false,2988
false,28
false,18
false,3213
false,2745
false,265
false,1794
false,1801
false,1282
false,2300
false,1143
false,4580
false,2270
false,1063
false,4120
false,703
true,1115
false,2212
false,1046
false,4020
false,4319
false,682
false,877
true,2702
false,1494
false,2973
false,3779
false,4534
false,929
false,1564
false,3907
false,578
false,44
true,1470
false,2358
false,3039
false,1989
false,3569
false,2023
false,71
false,1574
false,793
false,373
false,2966
false,823
false,2109
false,3445
false,1872
false,1483
false,741
false,3563
false,2604
false,3374
false,2969
false,1615
false,342
false,2890
false,2052
false,2134
false,431
false,2071
false,2424
false,18
false,3407
false,967
false,2631
false,1024
false,723
false,58
false,767
false,450
false,383
false,2994
false,407
false,763
false,3702
false,1642
false,2842
false,651
false,3153
false,2628
false,2917
false,1249
false,1320
false,1905
false,1958
false,1699
false,2357
false,3614
false,703
false,372
false,2097
false,2920
false,3058
false,860
false,549
false,2877
false,1292
false,1346
false,231
false,3023
false,2403
false,987
false,1204
false,33
false,1847
false,3531
false,2852
false,2182
false,232
false,2503
false,1904
false,3328
