badDirt,timeAlive
false,926
false,539
false,386
false,1200
false,580
false,1193
false,1144
false,2101
false,1230
false,1971
true,1583
false,1405
false,1633
false,507
false,1852
false,713
false,1020
false,2075
false,3297
false,507
false,2302
true,2493
false,766
false,3165
false,1615
false,382
false,1691
true,203
false,2554
false,1027
false,3639
false,1093
true,365
false,842
false,3806
false,2635
false,3487
false,298
false,1159
false,1521
false,939
false,2642
false,1964
false,912
false,2260
false,3467
false,2509
false,839
false,1215
false,1116
false,2033
false,2355
false,46
false,844
false,284
false,2971
false,2771
false,819
false,681
false,1010
false,2721
false,1012
false,2090
false,383
false,452
false,2312
false,2003
false,175
false,1855
false,757
false,3863
false,1276
false,2390
false,3058
false,720
false,3143
false,2353
false,3093
false,1941
false,4096
false,76
false,132
false,2888
false,2235
false,3475
false,1300
false,896
false,248
false,1971
false,1644
true,100
true,2177
false,2342
false,2370
false,4473
false,2624
false,1827
false,2336
true,3117
false,394
false,1225
false,877
false,2795
false,649
false,2855
false,2918
false,752
false,2966
false,1284
false,2720
true,3203
false,2699
false,1430
false,1904
false,1273
false,859
false,1759
false,830
false,2427
true,713
false,2638
false,884
false,1389
false,2188
false,3082
false,2284
false,4017
false,2117
false,695
false,899
false,3032
false,1050
false,1431
false,726
false,2444
false,2360
false,324
false,2407
false,2396
false,880
false,201
false,2522
false,63
false,82
true,1176
false,632
false,3377
false,1615
false,1613
false,3113
false,2922
false,590
false,2505
false,1127
false,2111
false,3322
false,2578
false,1462
false,1029
false,470
false,2467
false,2960
false,1856
false,2086
false,2266
false,3581
false,113
true,678
true,2604
false,3178
false,2881
false,3622
false,255
false,101
false,728
false,1482
false,2480
false,3160
false,2451
false,1543
false,756
false,117
false,642
false,3123
false,3336
false,690
false,1500
false,2056
false,2942
false,1079
false,1651
false,3338
false,4627
false,3094
false,1589
false,480
false,3264
false,2728
false,3732
false,2250
false,352
false,1215
false,167
false,2925
false,4497
false,3078
false,3411
false,1076
false,1262
false,2875
false,3314
false,2781
false,287
true,3019
false,552
false,2749
false,29
false,358
false,186
true,915
false,3082
false,2123
false,3127
false,1225
false,2431
