badDirt,timeAlive
false,74
false,249
false,297
false,830
false,139
false,672
false,954
false,912
false,1666
false,1964
false,836
false,1189
false,1676
false,388
false,2402
false,3314
false,3523
false,2883
false,3184
true,3415
false,303
false,137
false,1395
false,2575
false,1231
false,2111
false,2450
false,2253
false,3652
false,2221
false,2387
false,2636
false,1926
false,805
false,1854
false,190
false,893
false,3048
false,5
false,3173
false,2362
false,1641
false,3156
false,3236
false,422
false,3284
false,469
false,1273
false,988
false,917
false,2835
false,2253
false,3211
false,880
false,1036
false,1698
false,379
false,2906
false,1805
false,989
true,224
true,2578
false,2142
false,565
false,2088
false,2353
false,1864
false,2559
false,2831
true,1970
false,2939
false,235
false,566
false,1036
false,2309
false,671
false,1469
false,522
false,1670
false,2394
false,4116
false,2741
false,3160
false,4467
false,2068
false,3518
false,1114
false,2536
true,3527
false,2721
false,1481
false,1456
true,2836
false,2680
false,1983
false,681
false,1328
false,2021
false,2586
false,387
false,1231
false,1025
false,152
false,2044
false,1982
false,755
false,1796
false,1494
false,3222
false,1224
false,320
false,259
false,2468
false,1457
false,1378
false,3310
false,1793
true,2619
false,503
false,2765
false,2969
true,1927
false,4169
false,1240
false,3059
false,1318
false,1697
false,1900
false,831
false,3700
false,2749
false,1037
false,692
false,2696
false,1949
false,1804
false,1230
false,1649
false,2338
false,2948
false,2760
false,3186
false,2702
false,907
false,213
false,965
false,2777
false,2390
false,1424
false,2674
false,1680
false,1723
false,143
true,576
false,3227
false,2074
false,1236
false,3451
false,428
false,1395
false,1530
false,1717
false,2044
false,3514
false,2918
false,1698
false,1967
false,2860
false,1829
false,3267
false,470
false,847
false,2048
false,2243
false,416
false,2697
false,40
false,2721
false,2411
false,1324
true,272
false,934
false,645
false,2261
false,1259
false,3139
false,280
false,1439
false,2630
false,2403
false,2405
false,2420
false,1090
false,912
false,3429
false,2648
false,1584
false,2563
false,2824
false,29
false,1851
false,3142
false,1314
false,1776
false,1364
false,872
false,3966
false,2110
false,1592
false,4225
false,1744
false,1573
false,4570
false,1478
false,2635
false,2673
true,2248
true,434
false,586
false,866
false,1545
false,3502
false,2034
false,3001
false,2388
true,3408
false,2590
false,2093
false,2415
false,1785
false,715
false,3421
false,1206
false,896
false,1283
false,577
