badDirt,timeAlive
false,251
false,44
false,616
false,1000
false,1153
false,1229
false,1002
false,1421
false,158
false,1164
false,1441
false,15
false,1503
false,803
false,48
false,1551
false,994
false,735
false,1825
false,141
false,1856
false,2528
false,1156
true,573
false,2307
false,3087
false,2373
false,2055
false,2991
false,210
false,117
false,2538
false,3058
false,2107
false,51
false,1490
false,2106
false,1083
false,18
false,3746
false,3122
true,235
false,2436
true,337
false,842
false,2385
false,3900
false,1566
false,2837
false,3463
false,2230
false,1737
false,2309
false,113
false,106
false,4318
false,2035
false,3016
false,3874
false,1173
false,2678
false,996
false,1364
false,1467
false,4344
false,3493
false,2147
true,797
false,3263
false,2101
false,4519
false,2185
false,1174
false,3793
false,4133
false,1929
false,298
false,3273
false,4247
false,1992
false,1601
false,1954
false,980
false,763
false,1035
false,4087
false,4508
false,856
false,3558
false,2593
false,1820
false,528
false,2036
true,2208
false,1396
false,2188
false,3692
false,1097
false,4208
false,4092
false,4601
false,3013
false,3282
false,2594
false,2218
false,1586
false,4866
false,4568
false,3668
false,49
false,736
false,4776
false,4776
false,2859
true,444
false,2504
false,2348
false,2530
false,4689
false,4609
false,4267
false,4376
false,4013
false,4320
false,406
false,1184
false,312
false,2447
true,633
false,369
false,813
false,4974
false,977
false,1169
false,163
false,1175
false,2685
false,2110
false,2473
false,3329
false,4623
false,419
false,5856
false,3720
false,1354
false,1045
false,4571
false,1506
false,2104
false,2803
false,288
false,1712
false,1558
false,2428
true,428
false,2738
false,2656
false,3677
false,996
false,3678
false,1471
false,1564
false,2073
false,2303
false,2026
true,1110
false,2839
false,3921
false,105
false,164
false,3752
false,1071
false,182
false,2445
false,890
false,4365
false,1098
false,2080
false,2668
false,955
false,5055
false,3602
false,3781
true,362
false,1556
false,137
false,3345
false,1365
false,26
false,5071
false,623
false,2652
false,1561
false,5138
false,4607
false,1464
false,2627
false,3115
false,613
false,4423
false,1349
false,3247
false,257
false,1012
false,59
false,2228
false,2051
false,1991
false,2999
false,3053
false,2686
false,1328
false,568
false,1502
false,2911
false,3228
false,3786
false,1441
false,3558
false,3784
false,3018
false,631
false,1142
false,1732
false,966
false,4572
false,4013
true,671
false,2479
false,3340
false,2337
false,1814
false,3524
false,4677
false,4316
false,3371
true,1083
false,1096
false,4281
false,4258
false,948
false,4068
false,4597
false,1874
false,1560
false,2531
false,4428
false,620
false,2189
false,36
false,1087
false,1800
false,4341
false,3617
