badDirt,timeAlive
false,250
true,572
false,93
false,881
false,790
false,1476
false,1340
false,959
true,475
false,970
false,1663
false,209
false,1666
false,100
true,517
false,2367
false,2424
false,2048
false,2688
false,305
false,2483
false,3196
false,2715
false,3021
false,2758
false,298
false,853
false,3835
false,860
false,1260
false,2501
false,1013
false,973
false,3097
false,2648
false,633
false,155
false,1843
false,2830
false,3602
false,530
false,4174
false,1823
false,713
false,811
false,1548
false,2877
false,4470
false,2366
false,4678
false,2302
true,13
false,2444
false,3989
false,139
false,2514
false,2210
false,936
false,1211
false,2361
false,980
true,475
false,3840
false,732
false,911
false,3864
false,1544
false,4964
false,5562
false,2105
false,4669
false,91
false,4492
false,2661
false,226
false,3640
false,5443
false,430
false,1155
false,4956
true,592
false,5727
false,3457
false,1521
false,2959
false,5457
false,2878
false,1562
false,3796
false,2545
false,572
false,190
false,1839
false,2204
false,5071
false,2729
false,3670
false,2804
false,3187
false,2508
false,4961
false,3045
false,3010
false,3551
false,2941
false,1717
false,242
false,286
false,5727
false,2446
true,20
false,5427
false,2169
false,141
false,3640
false,585
false,11
false,3095
false,2937
false,3290
false,126
false,147
false,275
false,6102
false,2955
false,3266
false,496
false,5699
false,5849
false,2702
false,5024
false,5830
false,5397
false,1134
false,5685
false,965
false,6220
false,848
false,3339
false,2048
true,417
false,4834
false,3470
false,205
false,2241
false,1121
false,4526
false,2252
false,2498
false,3735
false,2837
false,4994
false,3715
false,3694
false,4658
false,1190
false,3453
false,1427
false,3385
false,564
false,547
false,1581
false,1224
false,2387
true,477
false,655
false,2013
false,659
false,4949
false,258
false,833
false,2906
false,5010
false,4333
false,2442
false,3599
false,5053
false,2727
false,2953
false,4170
false,1260
false,2129
false,4995
false,4045
false,767
false,4386
false,2760
false,4762
false,4968
false,76
false,2406
false,2009
false,5189
false,2222
false,110
false,3205
false,285
false,3949
false,2655
false,3063
false,3228
false,5333
true,298
false,2631
false,724
false,682
false,78
false,5736
false,2297
false,1563
false,4356
true,269
false,1031
false,5267
false,3023
false,1634
false,1384
false,1074
false,2305
false,2651
false,2914
false,4067
